,date,ML,Low,High
TO,2020-03-29,1.0,0.0,3.35
TO,2020-03-30,1.0,0.0,3.35
TO,2020-03-31,1.0,0.0,3.35
TO,2020-04-01,1.0,0.0,3.35
TO,2020-04-02,1.0,0.0,3.35
TO,2020-04-03,1.0,0.0,3.35
TO,2020-04-04,1.0,0.0,3.35
TO,2020-04-05,1.53,0.0,3.66
TO,2020-04-06,1.47,0.0,3.49
TO,2020-04-07,1.0,0.0,3.09
TO,2020-04-08,1.0,0.0,3.09
TO,2020-04-09,1.0,0.0,3.09
TO,2020-04-10,1.0,0.0,3.09
TO,2020-04-11,1.0,0.0,3.09
TO,2020-04-12,0.53,0.0,2.84
TO,2020-04-13,0.47000000000000003,0.0,2.94
TO,2020-04-14,1.0,0.0,3.35
TO,2020-04-15,1.0,0.0,3.35
TO,2020-04-16,1.0,0.0,3.35
TO,2020-04-17,1.0,0.0,3.35
TO,2020-04-18,1.0,0.0,3.35
TO,2020-04-19,1.0,0.0,3.35
TO,2020-04-20,1.0,0.0,3.35
TO,2020-04-21,1.53,0.0,3.66
TO,2020-04-22,1.8900000000000001,0.01,3.7800000000000002
TO,2020-04-23,2.35,0.33,4.17
TO,2020-04-24,2.22,0.43,3.85
TO,2020-04-25,2.5500000000000003,1.0,3.97
TO,2020-04-26,2.43,1.1300000000000001,3.62
TO,2020-04-27,2.35,1.28,3.39
TO,2020-04-28,2.11,1.18,3.0100000000000002
TO,2020-04-29,1.96,1.1500000000000001,2.7800000000000002
