,date,ML,Low,High
Ribeirão Preto,2020-04-15,1.62,0.23,2.95
Ribeirão Preto,2020-04-16,1.53,0.22,2.7800000000000002
Ribeirão Preto,2020-04-17,1.36,0.15,2.5300000000000002
Ribeirão Preto,2020-04-18,1.11,0.03,2.19
Ribeirão Preto,2020-04-19,0.89,0.0,1.97
Ribeirão Preto,2020-04-20,0.76,0.0,1.9000000000000001
Ribeirão Preto,2020-04-21,0.62,0.0,1.83
Ribeirão Preto,2020-04-22,0.58,0.0,1.87
Ribeirão Preto,2020-04-23,0.36,0.0,1.81
Ribeirão Preto,2020-04-24,0.64,0.0,2.08
Ribeirão Preto,2020-04-25,0.8,0.0,2.25
Ribeirão Preto,2020-04-26,1.2,0.0,2.5500000000000003
Ribeirão Preto,2020-04-27,1.19,0.0,2.5100000000000002
Ribeirão Preto,2020-04-28,1.18,0.01,2.49
Ribeirão Preto,2020-04-29,1.17,0.0,2.44
Ribeirão Preto,2020-04-30,1.32,0.02,2.5500000000000003
Ribeirão Preto,2020-05-01,1.1500000000000001,0.0,2.35
Rio de Janeiro,2020-03-06,2.0,0.34,6.43
Rio de Janeiro,2020-03-08,1.61,0.41000000000000003,3.56
Rio de Janeiro,2020-03-12,1.77,0.55,3.36
Rio de Janeiro,2020-03-15,1.69,0.5700000000000001,2.99
Rio de Janeiro,2020-03-16,1.8900000000000001,0.8300000000000001,3.06
Rio de Janeiro,2020-03-18,2.13,1.17,3.12
Rio de Janeiro,2020-03-19,2.15,1.34,2.99
Rio de Janeiro,2020-03-21,2.2,1.48,2.92
Rio de Janeiro,2020-03-22,2.15,1.54,2.79
Rio de Janeiro,2020-03-23,1.93,1.3800000000000001,2.49
Rio de Janeiro,2020-03-24,1.8,1.3,2.3000000000000003
Rio de Janeiro,2020-03-25,1.61,1.16,2.09
Rio de Janeiro,2020-03-26,1.41,0.96,1.84
Rio de Janeiro,2020-03-27,1.28,0.85,1.7
Rio de Janeiro,2020-03-28,1.1,0.68,1.52
Rio de Janeiro,2020-03-29,1.01,0.59,1.43
Rio de Janeiro,2020-03-30,1.03,0.63,1.47
Rio de Janeiro,2020-03-31,1.08,0.67,1.5
Rio de Janeiro,2020-04-01,1.2,0.81,1.62
Rio de Janeiro,2020-04-02,1.33,0.96,1.74
Rio de Janeiro,2020-04-03,1.34,0.97,1.71
Rio de Janeiro,2020-04-04,1.3800000000000001,1.03,1.74
Rio de Janeiro,2020-04-05,1.3800000000000001,1.06,1.74
Rio de Janeiro,2020-04-06,1.4000000000000001,1.08,1.72
Rio de Janeiro,2020-04-07,1.44,1.1500000000000001,1.76
Rio de Janeiro,2020-04-08,1.41,1.1300000000000001,1.71
Rio de Janeiro,2020-04-09,1.34,1.06,1.61
Rio de Janeiro,2020-04-10,1.35,1.09,1.62
Rio de Janeiro,2020-04-11,1.29,1.03,1.54
Rio de Janeiro,2020-04-12,1.23,0.99,1.49
Rio de Janeiro,2020-04-13,1.16,0.93,1.42
Rio de Janeiro,2020-04-14,1.1,0.86,1.34
Rio de Janeiro,2020-04-15,1.06,0.8300000000000001,1.31
Rio de Janeiro,2020-04-16,1.04,0.81,1.29
Rio de Janeiro,2020-04-17,0.9500000000000001,0.72,1.2
Rio de Janeiro,2020-04-18,1.01,0.78,1.26
Rio de Janeiro,2020-04-19,1.01,0.78,1.26
Rio de Janeiro,2020-04-20,1.08,0.84,1.31
Rio de Janeiro,2020-04-21,1.07,0.85,1.32
Rio de Janeiro,2020-04-22,1.1500000000000001,0.93,1.3900000000000001
Rio de Janeiro,2020-04-23,1.17,0.9400000000000001,1.3900000000000001
Rio de Janeiro,2020-04-24,1.31,1.09,1.52
Rio de Janeiro,2020-04-25,1.33,1.1300000000000001,1.55
Rio de Janeiro,2020-04-26,1.3900000000000001,1.2,1.6
Rio de Janeiro,2020-04-27,1.33,1.1400000000000001,1.52
Rio de Janeiro,2020-04-28,1.3,1.12,1.49
Rio de Janeiro,2020-04-29,1.16,0.99,1.35
Rio de Janeiro,2020-04-30,1.12,0.9400000000000001,1.29
Salvador,2020-03-13,2.0,0.34,6.43
Salvador,2020-03-15,2.35,0.48,5.72
Salvador,2020-03-16,2.43,0.64,4.98
Salvador,2020-03-17,2.08,0.58,4.09
Salvador,2020-03-18,1.8900000000000001,0.54,3.62
Salvador,2020-03-19,1.93,0.64,3.54
Salvador,2020-03-20,1.79,0.6,3.22
Salvador,2020-03-21,1.73,0.23,3.15
Salvador,2020-03-22,1.62,0.23,2.95
Salvador,2020-03-23,1.53,0.22,2.7800000000000002
Salvador,2020-03-24,1.58,0.31,2.77
Salvador,2020-03-25,1.51,0.31,2.63
Salvador,2020-03-26,1.53,0.39,2.6
Salvador,2020-03-27,1.54,0.47000000000000003,2.56
Salvador,2020-03-28,1.54,0.55,2.52
Salvador,2020-03-29,1.48,0.55,2.41
Salvador,2020-03-30,1.43,0.53,2.29
Salvador,2020-03-31,1.3900000000000001,0.54,2.22
Salvador,2020-04-01,1.44,0.64,2.24
Salvador,2020-04-02,1.35,0.59,2.12
Salvador,2020-04-03,1.36,0.62,2.08
Salvador,2020-04-04,1.3,0.6,2.0100000000000002
Salvador,2020-04-05,1.22,0.54,1.9100000000000001
Salvador,2020-04-06,1.18,0.51,1.85
Salvador,2020-04-07,1.11,0.46,1.78
Salvador,2020-04-08,1.03,0.38,1.69
Salvador,2020-04-09,1.0,0.36,1.67
Salvador,2020-04-10,0.9400000000000001,0.3,1.61
Salvador,2020-04-11,0.9400000000000001,0.3,1.62
Salvador,2020-04-12,1.1400000000000001,0.49,1.8
Salvador,2020-04-13,1.35,0.72,1.98
Salvador,2020-04-14,1.59,1.01,2.18
Salvador,2020-04-15,1.79,1.27,2.33
Salvador,2020-04-16,1.75,1.27,2.23
Salvador,2020-04-17,1.6600000000000001,1.23,2.12
Salvador,2020-04-18,1.57,1.16,1.99
Salvador,2020-04-19,1.45,1.06,1.84
Salvador,2020-04-20,1.3800000000000001,1.02,1.77
Salvador,2020-04-21,1.33,0.98,1.7
Salvador,2020-04-22,1.23,0.9,1.6
Salvador,2020-04-23,1.2,0.87,1.55
Salvador,2020-04-24,1.1500000000000001,0.8300000000000001,1.5
Salvador,2020-04-25,1.1300000000000001,0.81,1.47
Salvador,2020-04-26,1.1,0.79,1.44
Salvador,2020-04-27,1.1,0.79,1.43
Salvador,2020-04-28,1.09,0.78,1.41
Salvador,2020-04-29,1.1,0.78,1.4000000000000001
Salvador,2020-04-30,1.12,0.81,1.42
Santana,2020-04-05,2.0,0.34,6.43
Santana,2020-04-06,1.8,0.38,4.45
Santana,2020-04-07,1.96,0.5,4.24
Santana,2020-04-08,1.78,0.48,3.67
Santana,2020-04-09,1.84,0.55,3.5300000000000002
Santana,2020-04-10,1.7,0.54,3.21
Santana,2020-04-11,1.73,0.5700000000000001,3.08
Santana,2020-04-12,1.49,0.1,2.7800000000000002
Santana,2020-04-13,1.44,0.09,2.65
Santana,2020-04-14,1.27,0.05,2.43
Santana,2020-04-15,1.25,0.07,2.4
Santana,2020-04-16,1.12,0.0,2.19
Santana,2020-04-17,1.0,0.01,2.1
Santana,2020-04-18,0.76,0.0,1.9100000000000001
Santana,2020-04-19,0.74,0.0,1.93
Santana,2020-04-20,0.58,0.0,1.87
Santana,2020-04-21,0.85,0.0,2.11
Santana,2020-04-22,1.1500000000000001,0.0,2.35
Santana,2020-04-23,1.55,0.23,2.83
Santana,2020-04-24,1.71,0.43,2.94
Santana,2020-04-25,1.69,0.49,2.82
Santana,2020-04-26,1.51,0.4,2.57
Santana,2020-04-27,1.3800000000000001,0.35000000000000003,2.41
Santana,2020-04-28,1.07,0.11,2.0
Santana,2020-04-29,0.93,0.01,1.79
Santana,2020-04-30,0.7000000000000001,0.0,1.61
Santana,2020-05-01,0.67,0.0,1.6300000000000001
Santana de Parnaíba,2020-03-19,2.0,0.34,6.43
Santana de Parnaíba,2020-03-20,1.8800000000000001,0.38,5.01
Santana de Parnaíba,2020-03-25,1.8,0.38,4.45
Santana de Parnaíba,2020-03-26,2.05,0.5,4.54
Santana de Parnaíba,2020-03-27,1.8900000000000001,0.47000000000000003,3.98
Santana de Parnaíba,2020-03-30,2.0,0.56,3.9
Santana de Parnaíba,2020-03-31,1.84,0.55,3.5300000000000002
Santana de Parnaíba,2020-04-01,1.57,0.01,3.15
Santana de Parnaíba,2020-04-02,1.5,0.01,2.99
Santana de Parnaíba,2020-04-03,1.23,0.0,2.69
Santana de Parnaíba,2020-04-04,0.77,0.0,2.35
Santana de Parnaíba,2020-04-05,0.76,0.0,2.38
Santana de Parnaíba,2020-04-06,0.47000000000000003,0.0,2.27
Santana de Parnaíba,2020-04-07,0.38,0.0,2.34
Santana de Parnaíba,2020-04-08,0.65,0.0,2.62
Santana de Parnaíba,2020-04-09,0.2,0.0,2.48
Santana de Parnaíba,2020-04-10,0.53,0.0,2.84
Santana de Parnaíba,2020-04-11,1.0,0.0,3.21
Santana de Parnaíba,2020-04-12,1.0,0.0,3.21
Santana de Parnaíba,2020-04-13,1.47,0.0,3.49
Santana de Parnaíba,2020-04-14,1.8,0.01,3.61
Santana de Parnaíba,2020-04-15,1.67,0.01,3.35
Santana de Parnaíba,2020-04-16,1.83,0.11,3.44
Santana de Parnaíba,2020-04-17,1.69,0.09,3.16
Santana de Parnaíba,2020-04-18,1.4000000000000001,0.01,2.75
Santana de Parnaíba,2020-04-19,1.36,0.03,2.68
Santana de Parnaíba,2020-04-20,1.0,0.0,2.32
Santana de Parnaíba,2020-04-21,1.0,0.0,2.32
Santana de Parnaíba,2020-04-22,0.8200000000000001,0.0,2.2
Santana de Parnaíba,2020-04-23,1.0,0.0,2.35
Santana de Parnaíba,2020-04-24,1.0,0.0,2.35
Santana de Parnaíba,2020-04-25,1.35,0.03,2.64
Santana de Parnaíba,2020-04-26,1.47,0.11,2.75
Santana de Parnaíba,2020-04-27,1.8,0.43,3.08
Santana de Parnaíba,2020-04-28,1.77,0.5,2.94
Santana de Parnaíba,2020-04-29,1.81,0.68,2.92
Santana de Parnaíba,2020-04-30,1.67,0.64,2.7
Santana de Parnaíba,2020-05-01,1.6400000000000001,0.65,2.5500000000000003
Santo André,2020-03-16,2.0,0.34,6.43
Santo André,2020-03-17,1.8800000000000001,0.38,5.01
Santo André,2020-03-18,2.17,0.51,4.99
Santo André,2020-03-19,1.96,0.5,4.24
Santo André,2020-03-20,2.08,0.58,4.09
Santo André,2020-03-25,2.3000000000000003,0.76,4.05
Santo André,2020-03-26,2.16,0.8200000000000001,3.69
Santo André,2020-03-27,2.2,0.66,3.64
Santo André,2020-03-30,1.92,0.56,3.21
Santo André,2020-03-31,1.75,0.49,2.9
Santo André,2020-04-01,1.6300000000000001,0.46,2.69
Santo André,2020-04-02,1.4000000000000001,0.33,2.42
Santo André,2020-04-03,1.07,0.09,2.0
Santo André,2020-04-04,1.0,0.08,1.94
Santo André,2020-04-05,0.93,0.03,1.83
Santo André,2020-04-06,1.07,0.09,2.0
Santo André,2020-04-07,1.1500000000000001,0.17,2.11
Santo André,2020-04-08,1.21,0.23,2.17
Santo André,2020-04-09,1.26,0.28,2.19
Santo André,2020-04-10,1.25,0.29,2.15
Santo André,2020-04-11,1.12,0.22,2.02
Santo André,2020-04-12,1.06,0.18,1.94
Santo André,2020-04-13,1.0,0.11,1.83
Santo André,2020-04-14,1.06,0.18,1.93
Santo André,2020-04-15,1.17,0.28,2.05
Santo André,2020-04-16,1.21,0.32,2.06
Santo André,2020-04-17,1.3,0.44,2.14
Santo André,2020-04-18,1.32,0.49,2.13
Santo André,2020-04-19,1.21,0.41000000000000003,2.0
Santo André,2020-04-20,1.08,0.31,1.87
Santo André,2020-04-21,0.92,0.15,1.6600000000000001
Santo André,2020-04-22,0.87,0.1,1.6
Santo André,2020-04-23,0.91,0.15,1.69
Santo André,2020-04-24,1.04,0.25,1.84
Santo André,2020-04-25,1.25,0.46,2.04
Santo André,2020-04-26,1.53,0.79,2.2800000000000002
Santo André,2020-04-27,1.72,1.03,2.39
Santo André,2020-04-28,1.76,1.1500000000000001,2.39
Santo André,2020-04-29,1.68,1.12,2.2600000000000002
Santo André,2020-04-30,1.62,1.08,2.13
Santo André,2020-05-01,1.52,1.03,2.02
Santo Antônio do Içá,2020-04-22,2.0,0.34,6.43
Santo Antônio do Içá,2020-04-23,2.64,0.79,4.99
Santo Antônio do Içá,2020-04-24,2.54,0.99,4.17
Santo Antônio do Içá,2020-04-25,2.12,0.9,3.42
Santo Antônio do Içá,2020-04-26,1.75,0.74,2.87
Santo Antônio do Içá,2020-04-27,1.61,0.68,2.59
Santo Antônio do Içá,2020-04-28,1.52,0.67,2.43
Santo Antônio do Içá,2020-04-29,1.43,0.49,2.37
Santo Antônio do Içá,2020-04-30,1.49,0.6,2.38
Santos,2020-03-30,2.0,0.34,6.43
Santos,2020-03-31,1.61,0.46,3.17
Santos,2020-04-01,1.41,0.46,2.61
Santos,2020-04-02,1.31,0.45,2.32
Santos,2020-04-03,1.2,0.45,2.13
Santos,2020-04-04,1.1300000000000001,0.4,1.94
Santos,2020-04-05,1.08,0.41000000000000003,1.86
Santos,2020-04-06,0.9500000000000001,0.16,1.77
Santos,2020-04-07,1.0,0.18,1.81
Santos,2020-04-08,1.05,0.2,1.84
Santos,2020-04-09,1.09,0.28,1.93
Santos,2020-04-10,1.09,0.27,1.9000000000000001
Santos,2020-04-11,1.05,0.24,1.85
Santos,2020-04-12,1.09,0.29,1.9000000000000001
Santos,2020-04-13,1.1300000000000001,0.31,1.9000000000000001
Santos,2020-04-14,1.21,0.42,1.99
Santos,2020-04-15,1.35,0.58,2.09
Santos,2020-04-16,1.29,0.55,2.0100000000000002
Santos,2020-04-17,1.27,0.55,1.96
Santos,2020-04-18,1.22,0.52,1.8900000000000001
Santos,2020-04-19,1.06,0.39,1.75
Santos,2020-04-20,0.91,0.24,1.59
Santos,2020-04-21,0.78,0.11,1.43
Santos,2020-04-22,0.73,0.08,1.4000000000000001
Santos,2020-04-23,0.86,0.15,1.56
Santos,2020-04-24,1.07,0.33,1.79
Santos,2020-04-25,1.31,0.5700000000000001,1.99
Santos,2020-04-26,1.52,0.86,2.2
Santos,2020-04-27,1.56,0.9500000000000001,2.2
Santos,2020-04-28,1.52,0.9400000000000001,2.11
Santos,2020-04-29,1.3800000000000001,0.81,1.92
Santos,2020-04-30,1.31,0.77,1.84
Santos,2020-05-01,1.18,0.66,1.71
Serra,2020-03-24,2.0,0.34,6.43
Serra,2020-03-25,1.8800000000000001,0.38,5.01
Serra,2020-03-26,1.8,0.38,4.45
Serra,2020-03-27,2.05,0.5,4.54
Serra,2020-03-28,1.8900000000000001,0.47000000000000003,3.98
Serra,2020-03-29,2.0,0.56,3.9
Serra,2020-03-30,1.84,0.55,3.5300000000000002
Serra,2020-03-31,1.57,0.01,3.15
Serra,2020-04-01,1.73,0.11,3.2600000000000002
Serra,2020-04-02,1.42,0.0,2.79
Serra,2020-04-03,1.2,0.0,2.5500000000000003
Serra,2020-04-04,1.19,0.0,2.5100000000000002
Serra,2020-04-05,1.18,0.01,2.49
Serra,2020-04-06,1.33,0.03,2.6
Serra,2020-04-07,1.59,0.19,2.86
Serra,2020-04-08,1.6400000000000001,0.32,2.88
Serra,2020-04-09,1.75,0.49,2.9
Serra,2020-04-10,1.71,0.59,2.82
Serra,2020-04-11,1.67,0.64,2.7
Serra,2020-04-12,1.75,0.8,2.68
Serra,2020-04-13,1.87,1.02,2.71
Serra,2020-04-14,1.83,1.05,2.57
Serra,2020-04-15,1.75,1.06,2.45
Serra,2020-04-16,1.6,0.97,2.2600000000000002
Serra,2020-04-17,1.41,0.79,2.0100000000000002
Serra,2020-04-18,1.23,0.65,1.84
Serra,2020-04-19,1.0,0.39,1.57
Serra,2020-04-20,0.79,0.21,1.4000000000000001
Serra,2020-04-21,0.73,0.14,1.34
Serra,2020-04-22,0.62,0.06,1.23
Serra,2020-04-23,0.68,0.06,1.29
Serra,2020-04-24,0.88,0.2,1.55
Serra,2020-04-25,1.12,0.44,1.81
Serra,2020-04-26,1.43,0.77,2.07
Serra,2020-04-27,1.54,0.93,2.15
Serra,2020-04-28,1.45,0.87,2.02
Serra,2020-04-29,1.44,0.9,1.99
Serra,2020-04-30,1.35,0.8200000000000001,1.86
Sobral,2020-04-03,2.0,0.34,6.43
Sobral,2020-04-04,1.8800000000000001,0.38,5.01
Sobral,2020-04-05,1.8,0.38,4.45
Sobral,2020-04-06,2.05,0.5,4.54
Sobral,2020-04-07,1.8900000000000001,0.47000000000000003,3.98
Sobral,2020-04-08,1.57,0.39,3.41
Sobral,2020-04-09,1.55,0.38,3.29
Sobral,2020-04-10,1.0,0.0,3.09
Sobral,2020-04-11,1.0,0.0,3.09
Sobral,2020-04-12,1.0,0.0,3.09
Sobral,2020-04-13,0.53,0.0,2.84
Sobral,2020-04-14,0.47000000000000003,0.0,2.94
Sobral,2020-04-15,1.0,0.0,3.35
Sobral,2020-04-16,1.53,0.0,3.66
Sobral,2020-04-17,1.47,0.0,3.49
Sobral,2020-04-18,1.42,0.0,3.34
Sobral,2020-04-19,2.35,0.33,4.17
Sobral,2020-04-20,2.43,0.64,4.07
Sobral,2020-04-21,2.49,0.98,3.9
Sobral,2020-04-22,2.19,0.9,3.42
Sobral,2020-04-23,1.83,0.68,2.94
Sobral,2020-04-24,1.62,0.5700000000000001,2.66
Sobral,2020-04-25,1.41,0.4,2.36
Sobral,2020-04-26,1.1300000000000001,0.2,2.05
Sobral,2020-04-27,1.06,0.14,1.94
Sobral,2020-04-28,1.0,0.1,1.86
Sobral,2020-04-29,1.0,0.1,1.86
Sobral,2020-04-30,1.12,0.22,2.04
Sorocaba,2020-03-27,2.0,0.34,6.43
Sorocaba,2020-03-30,1.8800000000000001,0.38,5.01
Sorocaba,2020-03-31,1.8,0.38,4.45
Sorocaba,2020-04-01,1.74,0.4,4.13
Sorocaba,2020-04-02,1.69,0.37,3.85
Sorocaba,2020-04-03,1.6400000000000001,0.4,3.7
Sorocaba,2020-04-04,1.61,0.41000000000000003,3.56
Sorocaba,2020-04-05,1.0,0.0,3.35
Sorocaba,2020-04-06,1.0,0.0,3.35
Sorocaba,2020-04-07,1.53,0.0,3.66
Sorocaba,2020-04-08,1.47,0.0,3.49
Sorocaba,2020-04-09,1.42,0.0,3.34
Sorocaba,2020-04-10,1.3800000000000001,0.0,3.22
Sorocaba,2020-04-11,1.35,0.0,3.12
Sorocaba,2020-04-12,1.32,0.0,3.0300000000000002
Sorocaba,2020-04-13,1.3,0.0,2.94
Sorocaba,2020-04-14,1.28,0.0,2.87
Sorocaba,2020-04-15,1.26,0.0,2.81
Sorocaba,2020-04-16,1.47,0.01,2.92
Sorocaba,2020-04-17,1.42,0.0,2.79
Sorocaba,2020-04-18,1.3800000000000001,0.01,2.7
Sorocaba,2020-04-19,1.35,0.03,2.64
Sorocaba,2020-04-20,1.32,0.02,2.5500000000000003
Sorocaba,2020-04-21,1.0,0.0,2.24
Sorocaba,2020-04-22,1.1500000000000001,0.0,2.35
Sorocaba,2020-04-23,1.0,0.0,2.22
Sorocaba,2020-04-24,1.29,0.06,2.5
Sorocaba,2020-04-25,1.3900000000000001,0.15,2.62
Sorocaba,2020-04-26,1.58,0.31,2.77
Sorocaba,2020-04-27,1.6,0.4,2.73
Sorocaba,2020-04-28,1.6,0.48,2.67
Sorocaba,2020-04-29,1.45,0.41000000000000003,2.47
Sorocaba,2020-04-30,1.34,0.34,2.3000000000000003
Sorocaba,2020-05-01,1.19,0.25,2.13
Suzano,2020-03-31,2.0,0.34,6.43
Suzano,2020-04-01,1.8800000000000001,0.38,5.01
Suzano,2020-04-02,1.8,0.38,4.45
Suzano,2020-04-03,1.74,0.4,4.13
Suzano,2020-04-04,1.69,0.37,3.85
Suzano,2020-04-05,1.8900000000000001,0.47000000000000003,3.98
Suzano,2020-04-06,1.78,0.48,3.67
Suzano,2020-04-07,1.8,0.01,3.61
Suzano,2020-04-08,1.96,0.1,3.65
Suzano,2020-04-09,1.78,0.08,3.31
Suzano,2020-04-10,1.6500000000000001,0.09,3.09
Suzano,2020-04-11,1.3800000000000001,0.01,2.7
Suzano,2020-04-12,1.18,0.01,2.49
Suzano,2020-04-13,1.33,0.03,2.6
Suzano,2020-04-14,1.31,0.04,2.54
Suzano,2020-04-15,1.55,0.23,2.83
Suzano,2020-04-16,1.6,0.3,2.79
Suzano,2020-04-17,1.52,0.33,2.68
Suzano,2020-04-18,1.37,0.25,2.46
Suzano,2020-04-19,1.17,0.11,2.17
Suzano,2020-04-20,0.91,0.0,1.85
Suzano,2020-04-21,0.64,0.0,1.6600000000000001
Suzano,2020-04-22,0.49,0.0,1.61
Suzano,2020-04-23,0.42,0.0,1.6400000000000001
Suzano,2020-04-24,0.61,0.0,1.84
Suzano,2020-04-25,1.1400000000000001,0.01,2.29
Suzano,2020-04-26,1.62,0.33,2.86
Suzano,2020-04-27,1.82,0.62,3.0
Suzano,2020-04-28,1.98,0.89,3.0100000000000002
Suzano,2020-04-29,1.67,0.6900000000000001,2.64
Suzano,2020-04-30,1.57,0.64,2.45
Suzano,2020-05-01,1.45,0.58,2.29
São Bernardo do Campo,2020-03-16,2.0,0.34,6.43
São Bernardo do Campo,2020-03-17,1.8800000000000001,0.38,5.01
São Bernardo do Campo,2020-03-18,1.8,0.38,4.45
São Bernardo do Campo,2020-03-19,2.05,0.5,4.54
São Bernardo do Campo,2020-03-20,1.8900000000000001,0.47000000000000003,3.98
São Bernardo do Campo,2020-03-25,2.25,0.68,4.16
São Bernardo do Campo,2020-03-26,2.16,0.75,3.8200000000000003
São Bernardo do Campo,2020-03-27,2.27,0.58,3.84
São Bernardo do Campo,2020-03-30,2.24,0.76,3.61
São Bernardo do Campo,2020-03-31,1.95,0.65,3.18
São Bernardo do Campo,2020-04-01,1.76,0.6,2.9
São Bernardo do Campo,2020-04-02,1.57,0.48,2.61
São Bernardo do Campo,2020-04-03,1.29,0.29,2.29
São Bernardo do Campo,2020-04-04,1.34,0.36,2.31
São Bernardo do Campo,2020-04-05,1.31,0.36,2.24
São Bernardo do Campo,2020-04-06,1.34,0.43,2.25
São Bernardo do Campo,2020-04-07,1.47,0.58,2.31
São Bernardo do Campo,2020-04-08,1.33,0.49,2.15
São Bernardo do Campo,2020-04-09,1.26,0.44,2.04
São Bernardo do Campo,2020-04-10,1.16,0.36,1.92
São Bernardo do Campo,2020-04-11,0.92,0.17,1.68
São Bernardo do Campo,2020-04-12,0.87,0.13,1.6300000000000001
São Bernardo do Campo,2020-04-13,0.87,0.1,1.61
São Bernardo do Campo,2020-04-14,0.91,0.14,1.69
São Bernardo do Campo,2020-04-15,1.1300000000000001,0.32,1.93
São Bernardo do Campo,2020-04-16,1.21,0.4,1.98
São Bernardo do Campo,2020-04-17,1.24,0.45,1.99
São Bernardo do Campo,2020-04-18,1.26,0.52,2.02
São Bernardo do Campo,2020-04-19,1.11,0.38,1.85
São Bernardo do Campo,2020-04-20,1.0,0.28,1.73
São Bernardo do Campo,2020-04-21,1.04,0.31,1.76
São Bernardo do Campo,2020-04-22,1.1400000000000001,0.41000000000000003,1.85
São Bernardo do Campo,2020-04-23,1.33,0.62,2.0100000000000002
São Bernardo do Campo,2020-04-24,1.47,0.81,2.12
São Bernardo do Campo,2020-04-25,1.54,0.9400000000000001,2.17
São Bernardo do Campo,2020-04-26,1.59,1.02,2.16
São Bernardo do Campo,2020-04-27,1.58,1.06,2.12
São Bernardo do Campo,2020-04-28,1.44,0.9400000000000001,1.94
São Bernardo do Campo,2020-04-29,1.34,0.86,1.82
São Bernardo do Campo,2020-04-30,1.25,0.78,1.71
São Bernardo do Campo,2020-05-01,1.16,0.7000000000000001,1.61
São Caetano do Sul,2020-03-16,2.0,0.34,6.43
São Caetano do Sul,2020-03-17,1.8800000000000001,0.38,5.01
São Caetano do Sul,2020-03-18,2.17,0.51,4.99
São Caetano do Sul,2020-03-19,1.96,0.5,4.24
São Caetano do Sul,2020-03-20,2.08,0.58,4.09
São Caetano do Sul,2020-03-25,2.09,0.67,3.87
São Caetano do Sul,2020-03-26,1.8900000000000001,0.63,3.45
São Caetano do Sul,2020-03-27,1.6500000000000001,0.09,3.09
São Caetano do Sul,2020-03-30,1.56,0.08,2.9
São Caetano do Sul,2020-03-31,1.17,0.0,2.44
São Caetano do Sul,2020-04-01,1.16,0.0,2.41
São Caetano do Sul,2020-04-02,1.0,0.0,2.27
São Caetano do Sul,2020-04-03,0.67,0.0,2.04
São Caetano do Sul,2020-04-04,0.64,0.0,2.08
São Caetano do Sul,2020-04-05,0.8,0.0,2.25
São Caetano do Sul,2020-04-06,1.0,0.0,2.42
São Caetano do Sul,2020-04-07,1.3800000000000001,0.01,2.7
São Caetano do Sul,2020-04-08,1.18,0.01,2.49
São Caetano do Sul,2020-04-09,1.17,0.0,2.44
São Caetano do Sul,2020-04-10,1.32,0.02,2.5500000000000003
São Caetano do Sul,2020-04-11,1.1500000000000001,0.0,2.35
São Caetano do Sul,2020-04-12,1.1500000000000001,0.01,2.34
São Caetano do Sul,2020-04-13,1.1400000000000001,0.0,2.3000000000000003
São Caetano do Sul,2020-04-14,1.0,0.01,2.19
São Caetano do Sul,2020-04-15,1.1400000000000001,0.01,2.29
São Caetano do Sul,2020-04-16,1.1300000000000001,0.02,2.2800000000000002
São Caetano do Sul,2020-04-17,1.0,0.01,2.15
São Caetano do Sul,2020-04-18,1.1300000000000001,0.0,2.23
São Caetano do Sul,2020-04-19,1.0,0.0,2.12
São Caetano do Sul,2020-04-20,0.87,0.0,2.0300000000000002
São Caetano do Sul,2020-04-21,0.87,0.0,2.04
São Caetano do Sul,2020-04-22,1.0,0.01,2.17
São Caetano do Sul,2020-04-23,1.0,0.01,2.17
São Caetano do Sul,2020-04-24,1.26,0.03,2.38
São Caetano do Sul,2020-04-25,1.24,0.08,2.39
São Caetano do Sul,2020-04-26,1.34,0.16,2.49
São Caetano do Sul,2020-04-27,1.51,0.31,2.63
São Caetano do Sul,2020-04-28,1.78,0.65,2.84
São Caetano do Sul,2020-04-29,1.85,0.8300000000000001,2.81
São Caetano do Sul,2020-04-30,1.9100000000000001,1.0,2.77
São Caetano do Sul,2020-05-01,1.86,1.06,2.65
São Gonçalo,2020-03-27,2.0,0.34,6.43
São Gonçalo,2020-03-28,1.8800000000000001,0.38,5.01
São Gonçalo,2020-03-29,1.8,0.38,4.45
São Gonçalo,2020-03-30,1.74,0.4,4.13
São Gonçalo,2020-03-31,1.69,0.37,3.85
São Gonçalo,2020-04-01,1.6400000000000001,0.4,3.7
São Gonçalo,2020-04-02,1.61,0.41000000000000003,3.56
São Gonçalo,2020-04-03,1.0,0.0,3.35
São Gonçalo,2020-04-04,1.0,0.0,3.35
São Gonçalo,2020-04-05,1.53,0.0,3.66
São Gonçalo,2020-04-06,1.8900000000000001,0.01,3.7800000000000002
São Gonçalo,2020-04-07,2.05,0.12,3.81
São Gonçalo,2020-04-08,2.3000000000000003,0.46,3.98
São Gonçalo,2020-04-09,2.31,0.7000000000000001,3.8000000000000003
São Gonçalo,2020-04-10,2.23,0.84,3.5300000000000002
São Gonçalo,2020-04-11,2.0300000000000002,0.8200000000000001,3.19
São Gonçalo,2020-04-12,1.74,0.65,2.8000000000000003
São Gonçalo,2020-04-13,1.5,0.49,2.5
São Gonçalo,2020-04-14,1.26,0.3,2.2
São Gonçalo,2020-04-15,0.9400000000000001,0.06,1.79
São Gonçalo,2020-04-16,0.74,0.0,1.58
São Gonçalo,2020-04-17,0.5700000000000001,0.0,1.49
São Gonçalo,2020-04-18,0.35000000000000003,0.0,1.4000000000000001
São Gonçalo,2020-04-19,0.32,0.0,1.47
São Gonçalo,2020-04-20,0.44,0.0,1.6300000000000001
